# STR_XXXX part is read and XXXX becomes the string id number.
# Everything after the colon and before the new line will be saved as the string.
# Use # at the beginning of a line to leave a comment.
STR_0028    :Statek piracki
STR_2631    :NumPad *
STR_2632    :NumPad +
STR_2633    :???
STR_2634    :NumPad -
STR_2635    :NumPad .
STR_2636    :NumPad /
STR_2637    :F1
STR_2638    :F2
STR_2639    :F3
STR_2640    :F4
STR_2641    :F5
STR_2642    :F6
STR_2643    :F7
STR_2644    :F8
STR_2645    :F9
STR_2646    :F10
STR_2647    :F11
STR_2648    :F12
STR_2649    :F13
STR_2650    :F14
STR_2651    :F15
STR_2652    :F16
STR_2653    :F17
STR_2654    :F18
STR_2655    :F19
STR_2656    :F20
STR_2657    :F21
STR_2658    :F22
STR_2659    :F23
STR_2660    :F24
STR_2661    :???
STR_2662    :???
STR_2663    :???
STR_2664    :???
STR_2665    :???
STR_2666    :???
STR_2667    :???
STR_2668    :???
STR_2669    :NumLock
STR_2670    :Scroll
STR_2671    :???
STR_2672    :???
STR_2673    :???
STR_2674    :???
STR_2675    :???
STR_2676    :???
STR_2677    :???
STR_2678    :???
STR_2679    :???
# END OF CONTROLS LIST
STR_2681    :{MEDIUMFONT}{BLACK}Zwiększa twoją gotówkę o {CURRENCY}
STR_2694    :Generuj
STR_2695    :Losowy teren
STR_2696    :Umieść drzewa
STR_2697    :???
STR_2698    :???
STR_2699    :???
STR_2700    :Częstotliwość autozapisu:
STR_2701    :Co minutę
STR_2702    :Co 5 minut
STR_2703    :Co 15 minut
STR_2704    :Co 30 minut
STR_2705    :Co godzinę
STR_2706    :Nigdy
STR_2707    :Otwórz nowe okno
STR_2708    :{WINDOW_COLOUR_1}Jesteś pewien, że chcesz nadpisać {STRINGID}?
STR_2709    :Nadpisz
STR_2710    :Wpisz nazwę pliku.
STR_2711    :;
STR_2712    :=
STR_2713    :,
STR_2714    :-
STR_2715    :.
STR_2716    :/
STR_2717    :'
# New strings (previously these were ???)
STR_2718    :(..)
STR_2719    :(nowy plik)
# sec, secs
STR_2720    :{UINT16}sek
STR_2721    :{UINT16}sek
# min+sec, min+secs, mins+sec, mins+secs
STR_2722    :{UINT16}min:{UINT16}sek
STR_2723    :{UINT16}min:{UINT16}sek
STR_2724    :{UINT16}min:{UINT16}sek
STR_2725    :{UINT16}min:{UINT16}sek
# min, mins
STR_2726    :{UINT16}min
STR_2727    :{UINT16}min
# hour+min, hour+mins, hours+min, hours+mins
STR_2728    :{UINT16}godz:{UINT16}min
STR_2729    :{UINT16}godz:{UINT16}min
STR_2730    :{UINT16}godz:{UINT16}min
STR_2731    :{UINT16}godz:{UINT16}min
STR_2732    :{COMMA16}ft
STR_2733    :{COMMA16}m
STR_2734    :{COMMA16}mph
STR_2735    :{COMMA16}km/h
STR_2736    :{MONTH}, Rok {COMMA16}
STR_2737    :{STRINGID} {MONTH}, Rok {COMMA16}
STR_2738    :Muzyka tytułowa:
STR_2739    :Brak
STR_2740    :RollerCoaster Tycoon 1
STR_2741    :RollerCoaster Tycoon 2
STR_2742    :Nie znaleziono css50.dat
STR_2743    :Przekopiuj data\css17.dat z folderu RCT1 do data\css50.dat folderu instalacji RCT2.
# End of new strings
STR_2744    :[
STR_2745    :\
STR_2746    :]
STR_2747    :{ENDQUOTES}
STR_2748    :Bar
# New strings (previously these were ???)
STR_2749    :Mój nowy scenariusz
STR_2750    :Przenieś wszystkie do góry
STR_2751    :Przenieś wszystkie na dół
STR_2752    :Czysta trawa
STR_2753    :Skoszona trawa
STR_2754    :Podlej kwiaty
STR_2755    :Usuń wandalizm
STR_2756    :Usuń śmieci
STR_2757    :<not used anymore>
STR_2758    :<not used anymore>
STR_2759    :Mniejsze odstępy
STR_2760    :+{CURRENCY}
STR_2761    :<not used anymore>
STR_2762    :<not used anymore>
STR_2763    :???
STR_2764    :<not used anymore>
STR_2765    :Przypływ Gości
STR_2766    :Wygraj scenariusz
STR_2767    :Zablokuj Klimat
STR_2768    :Odblokuj Klimat
STR_2769    :Otwórz Park
STR_2770    :Zamknij Park
STR_2771    :Zmniejsz Prędkość Gry
STR_2772    :Zwiększ Prędkość Gry
STR_2773    :Okno
STR_2774    :Pełny ekran
STR_2775    :Pełny ekran w oknie
STR_2776    :Język:
STR_2777    :{MOVE_X}{SMALLFONT}{STRING}
STR_2778    :{RIGHTGUILLEMET}{MOVE_X}{SMALLFONT}{STRING}
STR_2779    :Podgląd #{COMMA16}
STR_2780    :Dodatkowe okno podglądu
# End of new strings
STR_2781    :{STRINGID}:{MOVE_X}{195}{STRINGID}
STR_2782    :SHIFT + 
STR_2783    :CTRL + 
STR_2784    :Zmień skrót klawiszowy
STR_2785    :{WINDOW_COLOUR_2}Wciśnij nowy klawisz skrótu dla:{NEWLINE}{OPENQUOTES}{STRINGID}{ENDQUOTES}
STR_2786    :{SMALLFONT}{BLACK}Kliknij opis skrótu, aby wybrać nowy klawisz
STR_2787    :{WINDOW_COLOUR_2}Wartość parku: {BLACK}{CURRENCY}
STR_2788    :{WINDOW_COLOUR_2}Gratulacje!{NEWLINE}{BLACK}Cel osiągnięty! Wartość twojej spółki wynosi {CURRENCY}!
STR_2789    :{WINDOW_COLOUR_2}Porażka! Cel nie został osiągnięty!
STR_2790    :Podaj imię do listy scenariuszy
STR_2791    :Podaj imię
STR_2792    :Podaj swoje imię do listy scenariuszy:
STR_2793    :{SMALLFONT}(Completed by {STRINGID})
STR_2794    :{WINDOW_COLOUR_2}Ukończony przez: {BLACK}{STRINGID}{NEWLINE}{WINDOW_COLOUR_2} z wartością spółki wynoszącą: {BLACK}{CURRENCY}
STR_2795    :Sortuj
STR_2796    :{SMALLFONT}{BLACK}Sortuj listę atrakcji według wyświetlonych informacji
STR_2797    :Przesuń widok gdy kursor blisko krawędzi
STR_2798    :{SMALLFONT}{BLACK}Włącza przesuwanie widoku, gdy kursor zbliży się do krawędzi ekranu
STR_2799    :{SMALLFONT}{BLACK}Przejrzyj lub zmień funkcje przypisane do klawiszy sterujących
STR_2800    :{WINDOW_COLOUR_2}Całkowita liczba gości: {BLACK}{COMMA32}
STR_2801    :{WINDOW_COLOUR_2}Wpływy z opłat za wstęp: {BLACK}{CURRENCY2DP}
STR_2802    :Plan parku
STR_2803    :{SMALLFONT}{BLACK}Podświetl tych gości na mapie
STR_2804    :{SMALLFONT}{BLACK}Podświetl tych pracowników na mapie
STR_2805    :{SMALLFONT}{BLACK}Pokaż plan parku
# alerts
STR_2806    :{RED}Goście skarżą się na fatalny stan ścieżek w twoim parku{NEWLINE}Sprawdź gdzie znajduja się twoi dozorcy i rozważ lepszą organizacje ich pracy
STR_2807    :{RED}Goście skarżą się na śmieci leżące na ziemi w twoim parku{NEWLINE}Sprawdź gdzie znajdują się twoi dozorcy i rozwać lepszą organizację ich pracy
STR_2808    :{RED}Goście skarzą się na wandalizm w twoim parku{NEWLINE}Sprawdź gdzie znajdują się twoi ochroniarze i rozwać poprawę organizacji ich pracy
STR_2809    :{RED}Goście są głodni i nie mogą znaleźć miejsca gdzie mogliby kupić coś do jedzenia
STR_2810    :{RED}Goście są spragnieni i nie mogą znaleźć miejsca gdzie mogliby kupić jakieś napoje
STR_2811    :{RED}Goście się skarżą, że w twoim parku bardzo ciężko jest znaleźć ubikację
STR_2812    :{RED}Goście gubią się lub zatrzymują w jednym miejscu{NEWLINE}Sprawdź czy nie należy zmienić rozplanowania ścieżek, aby ludzie poruszali się po parku z większą łatwością
STR_2813    :{RED}Opłata za wstęp do twojego parku jest zbyt wysoka!{NEWLINE}Zmniejsz ją lub podnieś wartość parku, aby przyciągnąc większą liczbę gości
STR_2814    :{WINDOW_COLOUR_2}Nagroda dla najbardziej zaśmieconego parku
STR_2815    :{WINDOW_COLOUR_2}Nagroda dla najczystszego parku
STR_2816    :{WINDOW_COLOUR_2}Nagroda za najlepsze kolejki górskie
STR_2817    :{WINDOW_COLOUR_2}Nagroda dla parku o najwyższej wartości
STR_2818    :{WINDOW_COLOUR_2}Nagroda dla najpiękniejszego parku
STR_2819    :{WINDOW_COLOUR_2}Nagroda dla parku o najniższej wartości
STR_2820    :{WINDOW_COLOUR_2}Nagroda dla najbezpieczniejszego parku
STR_2821    :{WINDOW_COLOUR_2}Nagroda za najlepszy personel
STR_2822    :{WINDOW_COLOUR_2}Nagroda za najlepsze jedzenie
STR_2823    :{WINDOW_COLOUR_2}Nagroda za najgorsze jedzenie
STR_2824    :{WINDOW_COLOUR_2}Nagroda za najlepsze ubikacje
STR_2825    :{WINDOW_COLOUR_2}Nagroda za najbardziej rozczarowującego parku
STR_2826    :{WINDOW_COLOUR_2}Nagroda za najlepsze atrakcje wodne
STR_2827    :{WINDOW_COLOUR_2}Nagroda za najlepsze atrakcje współczesnego parku
STR_2828    :{WINDOW_COLOUR_2}Nagroda za najbardziej oszałamiającą kolorystykę atrakcji
STR_2829    :{WINDOW_COLOUR_2}Nagroda za najbardziej niezrozumiałego planu parku
STR_2830    :{WINDOW_COLOUR_2}Nagroda za najlepsze łagodne atrakcje
STR_2831    :{TOPAZ}Twój park został ogłoszony najbardziej zaśmieconym parkiem w kraju!
STR_2832    :{TOPAZ}Twój park został ogłoszony najczystszym parkiem w kraju!
STR_2833    :{TOPAZ}Twój park dostał nagrodę za najlepsze kolejki górskie!
STR_2834    :{TOPAZ}Twój park dostał nagrodę za najwyższą wartość w kraju!
STR_2835    :{TOPAZ}Twój park został ogłoszony najpiękniejszym parkiem w kraju!
STR_2836    :{TOPAZ}Twój park otrzymał nagrodę za najniższą wartość w kraju!
STR_2837    :{TOPAZ}Twój park otrzymał nagrodę za najwyższe bezpieczeństwo w kraju!
STR_2838    :{TOPAZ}Twój park otrzymał nagrodę za najlepszy personel!
STR_2839    :{TOPAZ}Twój park otrzymał nagrodę za najlepsze jedzenie w kraju!
STR_2840    :{TOPAZ}Twój park otrzymał nagrodę za najgorsze jedzenie w kraju!
STR_2841    :{TOPAZ}Twój park otrzymał nagrodę za najlepsze ubikacje w kraju!
STR_2842    :{TOPAZ}Twój park został ogłoszony najbardziej rozczarowującym parkiem w kraju!
STR_2843    :{TOPAZ}Twój park otrzymał nagrodę za najlepsze atrakcje wodne w kraju!
STR_2844    :{TOPAZ}Twój park otrzymał nagrodę za najlepsze atrakcje własnego projektu!
STR_2845    :{TOPAZ}Twój park otrzymał nagrodę za najbardziej oszałamiającą kolorystykę!
STR_2846    :{TOPAZ}Twój park otrzymał nagrodę za najbardziej niezrozumiały plan!
STR_2847    :{TOPAZ}Twój park otrzymał nagrodę za najbardziej łagodne atrakcje!
STR_2848    :{WINDOW_COLOUR_2}Twój park nie otrzymał ostatnio nagród
STR_2849    :Zainstalowano nowy scenariusz
STR_2850    :Zainstalowano nowy projekt trasy
STR_2851    :Ten scenariusz jest już zainstalowany
STR_2852    :Ten projekt trasy jest już zainstalowany
STR_2853    :Zabronione przez władze lokalne!
STR_2854    :{RED}Goście nie mogą dotrzeć do wejścia do atrakcji {STRINGID}!{NEWLINE}Zbuduj dróżkę prowadzącą do wejścia
STR_2855    :Przy wyjściu z atrakcji {RED}{STRINGID} nie ma żadnej dróżki!{NEWLINE}Zbuduj dróżkę prowadzącą do wyjścia
STR_2856    :{WINDOW_COLOUR_2}Samouczek
STR_2857    :{WINDOW_COLOUR_2}(Wciśnij klawisz lub przycisk myszy, aby przejąć kontrolę)
STR_2858    :Nie można rozpocząć kampanii reklamowej...
STR_2859    :Gra OpenRCT2 jest już uruchomiona
STR_2860    :Informacje o autorach, Infogrames Interactive...
STR_2861    :{WINDOW_COLOUR_2}Licencja przyznana Infogrames Interactive Inc.
STR_2862    :Muzyka...
STR_2863    :Muzyka
# song names was translated in polish exe
STR_2864    :{WINDOW_COLOUR_2}March - Children of the Regiment:   (Fucik) non copyright
STR_2865    :{WINDOW_COLOUR_2}Heyken's Serenade:   (J.Heyken) British Standard Music Coy; GEMA, BRITICO
STR_2866    :{WINDOW_COLOUR_2}In Continental Mood:   (Composer unknown) Copyright Control
STR_2867    :{WINDOW_COLOUR_2}Wedding Journey:   (Traditional)
STR_2868    :{WINDOW_COLOUR_2}Tales from the Vienna Woods:   (Johann Strauss) non copyright
STR_2869    :{WINDOW_COLOUR_2}Slavonic Dance:   (Traditional)
STR_2870    :{WINDOW_COLOUR_2}Das Alpenhorn:   (Traditional)
STR_2871    :{WINDOW_COLOUR_2}The Blond Sailor:   (Traditional)
STR_2872    :{WINDOW_COLOUR_2}Overture - Poet and Peasant:   (Suppe) non copyright
STR_2873    :{WINDOW_COLOUR_2}Waltz Medley:   (Johann Strauss) non copyright
STR_2874    :{WINDOW_COLOUR_2}Bella Bella Bimba:   (Traditional)
STR_2875    :{WINDOW_COLOUR_2}Original recordings (P) 1976 C.J.Mears Organization, used with consent
STR_2876    :{WINDOW_COLOUR_2}RollerCoaster Tycoon 2 Title Music:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2877    :{WINDOW_COLOUR_2}Dodgems Beat:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2878    :{WINDOW_COLOUR_2}Mid Summer's Heat:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2879    :{WINDOW_COLOUR_2}Pharaoh's Tomb:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2880    :{WINDOW_COLOUR_2}Caesar's March:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2881    :{WINDOW_COLOUR_2}Drifting To Heaven:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2882    :{WINDOW_COLOUR_2}Invaders:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2883    :{WINDOW_COLOUR_2}Eternal Toybox:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2884    :{WINDOW_COLOUR_2}Jungle Juice:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2885    :{WINDOW_COLOUR_2}Ninja's Noodles:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2886    :{WINDOW_COLOUR_2}Voyage to Andromeda:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2887    :{WINDOW_COLOUR_2}Brimble's Beat:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2888    :{WINDOW_COLOUR_2}Atlantis:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2889    :{WINDOW_COLOUR_2}Wild West Kid:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2890    :{WINDOW_COLOUR_2}Vampire's Lair:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2891    :{WINDOW_COLOUR_2}Blockbuster:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2892    :{WINDOW_COLOUR_2}Airtime Rock:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2893    :{WINDOW_COLOUR_2}Searchlight Rag:   (Scott Joplin/Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2894    :{WINDOW_COLOUR_2}Flight of Fantasy:   (Steve Blenkinsopp) copyright {COPYRIGHT} Chris Sawyer
STR_2895    :{WINDOW_COLOUR_2}Big Rock:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2896    :{WINDOW_COLOUR_2}Hypothermia:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2897    :{WINDOW_COLOUR_2}Last Sleigh Ride:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2898    :{WINDOW_COLOUR_2}Pipes of Glencairn:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2899    :{WINDOW_COLOUR_2}Traffic Jam:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2900    :{WINDOW_COLOUR_2}
STR_2901    :{WINDOW_COLOUR_2}(Samples courtesy of Spectrasonics {ENDQUOTES}Liquid Grooves{ENDQUOTES})
STR_2902    :{WINDOW_COLOUR_2}Toccata:   (C.M.Widor, played by Peter James Adcock) recording {COPYRIGHT} Chris Sawyer
STR_2903    :{WINDOW_COLOUR_2}Space Rock:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2904    :{WINDOW_COLOUR_2}Manic Mechanic:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2905    :{WINDOW_COLOUR_2}Techno Torture:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2906    :{WINDOW_COLOUR_2}Sweat Dreams:   (Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2907    :{WINDOW_COLOUR_2}What shall we do with the Drunken Sailor:   (Anon/Allister Brimble) copyright {COPYRIGHT} Chris Sawyer
STR_2908    :{WINDOW_COLOUR_2}Infogrames Interactive
STR_2909    :{WINDOW_COLOUR_2}Senior Producer:  Thomas J. Zahorik
STR_2910    :{WINDOW_COLOUR_2}Executive Producer:  Bill Levay
STR_2911    :{WINDOW_COLOUR_2}Senior Marketing Product Manager:  Scott Triola
STR_2912    :{WINDOW_COLOUR_2}V.P. of Product Development:  Scott Walker
STR_2913    :{WINDOW_COLOUR_2}General Manager:  John Hurlbut
STR_2914    :{WINDOW_COLOUR_2}Director of Quality Assurance:  Michael Craighead
STR_2915    :{WINDOW_COLOUR_2}Q.A. Certification Manager:  Kurt Boutin
STR_2916    :{WINDOW_COLOUR_2}Q.A. Certification Lead:  Mark Huggins
STR_2917    :{WINDOW_COLOUR_2}Testers:  Dena Irene Fitzgerald, Scott Rollins, Christopher McPhail
STR_2918    :{WINDOW_COLOUR_2}Clif McClure, Erik Maramaldi, Erik Jeffery
STR_2919    :{WINDOW_COLOUR_2}Director of Marketing:  Ann Marie Bland
STR_2920    :{WINDOW_COLOUR_2}Manager of Creative Services:  Steve Martin
STR_2921    :{WINDOW_COLOUR_2}Manager of Editorial & Documentation Services:  Elizabeth Mackney
STR_2922    :{WINDOW_COLOUR_2}Graphic Designer:  Paul Anselmi
STR_2923    :{WINDOW_COLOUR_2}Copywriter:  Kurt Carlson
STR_2924    :{WINDOW_COLOUR_2}Special Thanks to:  Peter Matiss
STR_2925    :{WINDOW_COLOUR_2}Engineering Specialist:  Ken Edwards
STR_2926    :{WINDOW_COLOUR_2}Engineering Services Manager:  Luis Rivas
STR_2927    :{WINDOW_COLOUR_2}Lead Compatibility Analyst:  Geoffrey Smith
STR_2928    :{WINDOW_COLOUR_2}Compatibility Analysts:  Jason Cordero, Burke McQuinn, Kim Jardin 
STR_2929    :{WINDOW_COLOUR_2}Lead Tester:  Daniel Frisoli
STR_2930    :{WINDOW_COLOUR_2}Senior Tester:  Matt Pantaleoni
STR_2931    :{WINDOW_COLOUR_2}
STR_2932    :{WINDOW_COLOUR_2}
STR_2933    :{WINDOW_COLOUR_2}
STR_2934    :{WINDOW_COLOUR_2}
STR_2935    :{WINDOW_COLOUR_2}
STR_2936    :{WINDOW_COLOUR_2}
STR_2937    :{WINDOW_COLOUR_2}
STR_2938    :{WINDOW_COLOUR_2}
STR_2939    :{WINDOW_COLOUR_2}
STR_2940    :{WINDOW_COLOUR_2}
STR_2941    :{WINDOW_COLOUR_2}
STR_2942    :{WINDOW_COLOUR_2}
STR_2943    :{WINDOW_COLOUR_2}
STR_2944    :{WINDOW_COLOUR_2}
STR_2945    :{WINDOW_COLOUR_2}
STR_2946    :{WINDOW_COLOUR_2}
STR_2947    :{WINDOW_COLOUR_2}
STR_2948    :{WINDOW_COLOUR_2}
STR_2949    :{WINDOW_COLOUR_2}
STR_2950    :{WINDOW_COLOUR_2}
STR_2951    :{WINDOW_COLOUR_2}
STR_2952    :{WINDOW_COLOUR_2}
STR_2953    :{WINDOW_COLOUR_2}
STR_2954    :{WINDOW_COLOUR_2}
STR_2955    :{WINDOW_COLOUR_2}
STR_2956    :{WINDOW_COLOUR_2}
STR_2957    :{WINDOW_COLOUR_2}
STR_2958    :{WINDOW_COLOUR_2}
STR_2959    :{WINDOW_COLOUR_2}
STR_2960    :{WINDOW_COLOUR_2}
STR_2961    :{WINDOW_COLOUR_2}
STR_2962    :{WINDOW_COLOUR_2}
STR_2963    :{WINDOW_COLOUR_2}
STR_2964    :{WINDOW_COLOUR_2}
STR_2965    :{WINDOW_COLOUR_2}
STR_3010    :Nie można wczytać pliku...
STR_3054    :Ładowanie...
STR_3055    :Biały
STR_3056    :Przezroczysty
STR_3057    :{WINDOW_COLOUR_2}Znacznik budowy:
STR_3058    :Ceglane ściany
STR_3059    :Żywopłoty
STR_3060    :Lodowe bloki
STR_3061    :Drewniane płoty
STR_3062    :{SMALLFONT}{BLACK}Standardowa trasa kolejki górskiej
STR_3063    :{SMALLFONT}{BLACK}Water channel (track submerged)
STR_3064    :Tryb początkujący
STR_3065    :Tryb zaawansowany
STR_3066    :Tryb eksperta
STR_3067    :{OPENQUOTES}Prawdziwe{ENDQUOTES} parki
STR_3068    :Inne parki
STR_3069    :Część górna
STR_3070    :Spadek do poziomu
STR_3071    :{WINDOW_COLOUR_2}Taka sama cena w całym parku
STR_3072    :{SMALLFONT}{BLACK}Czy wybrana cena ma obowiązywać w całym parku
STR_3073    :{RED}UWAGA: Atrakcyjność twojego parku spadła poniżej 700!{NEWLINE}Jeśli w ciągu 4 tygodni nie sprawisz, że atrakcyjność parku wzrośnie, zostanie on zamknięty
STR_3074    :{RED}UWAGA: Atrakcyjność twojego parku wciąż jest niższa od 700!{NEWLINE}Pozostały ci 3 tygodnie na jej zwiększenie
STR_3075    :{RED}UWAGA: Atrakcyjność twojego parku wciąż jest niższa od 700!{NEWLINE}Pozostały ci już tylko 2 tygodnie na jej zwiększenie albo park zostanie zamknięty
STR_3076    :{RED}OSTATNIE OSTRZEŻENIE: Atrakcyjność twojego parku wciąż jest niższa od 700!{NEWLINE}Już za 7 dni twój park zostanie zamknięty, jeśli nie rozwiążesz tego problemu
STR_3077    :{RED}INFORMACJ: Twój park został zamknięty!
STR_3078    :Zwykłe wejście
STR_3079    :Drewniane wejście
STR_3080    :Wejście w postaci płóciennego namiotu
STR_3081    :Brama zamkowa (szara)
STR_3082    :Brama zamkowa (brązowa)
STR_3083    :Wejście do dżungli
STR_3084    :Wejście do chaty drwala
STR_3085    :Wejście klasyczne/rzymskie
STR_3086    :Wejście abstrakcyjne
STR_3087    :Wejście śnieżne/lodowe
STR_3088    :Wejście w stylu japońskim
STR_3089    :Wejście w stylu kosmicznym
STR_3090    :{SMALLFONT}{BLACK}Wybierz styl wejścia i stacji
STR_3091    :Nie można usunąć tego segmentu!
STR_3092    :Nie można przesuwać ani modyfikować stacji dla tej atrakcji!
STR_3093    :{WINDOW_COLOUR_2}Ulubione: {BLACK}{STRINGID}
STR_3094    :Brak
STR_3095    :{WINDOW_COLOUR_2}Prędkość wyciągarki:
STR_3096    :{POP16}{POP16}{POP16}{POP16}{POP16}{POP16}{POP16}{POP16}{POP16}{POP16}{VELOCITY}
STR_3097    :{SMALLFONT}{BLACK}Ustaw prędkość wyciągarki
STR_3098    :Nie można zmienić prędkości wyciągarki
STR_3099    :{SMALLFONT}{BLACK}Wybierz kolor
STR_3100    :{SMALLFONT}{BLACK}Wybierz drugi kolor
STR_3101    :{SMALLFONT}{BLACK}Wybierz trzeci kolor
STR_3102    :{SMALLFONT}{BLACK}Ustaw ponownie kolor scenerii na terenie
STR_3103    :Nie można tego przemalować...
STR_3104    :{SMALLFONT}{BLACK}Lista przejażdżek
STR_3105    :{SMALLFONT}{BLACK}Lista sklepów i stoisk
STR_3106    :{SMALLFONT}{BLACK}List information kiosks and other guest facilities
STR_3107    :Zamknij
STR_3108    :Testuj
STR_3109    :Otwórz
STR_3110    :{WINDOW_COLOUR_2}Segmenty blokowe: {BLACK}{COMMA16}
STR_3111    :{SMALLFONT}{BLACK}Kliknij projekt, aby go wybudować
STR_3112    :{SMALLFONT}{BLACK}Kliknij projekt, aby zmienić jego nazwę lub go usunąć
STR_3113    :Wybierz inny projekt
STR_3114    :{SMALLFONT}{BLACK}Wróć do okna wyboru projektu
STR_3115    :{SMALLFONT}{BLACK}Zapisz projekt trasy
STR_3116    :{SMALLFONT}{BLACK}Zapisz projekt trasy (niedostępne do czasu sprawdzenia atrakcji i wygenerowania statystyk)
STR_3117    :{BLACK}Wzywane jest mechanik...
STR_3118    :{BLACK}{STRINGID} zmierza w stronę atrakcji
STR_3119    :{BLACK}{STRINGID} naprawia atrakcję
STR_3120    :{SMALLFONT}{BLACK}Znajdź najbliższego wolnego mechanika lub mechanika naprawiającego atrakcję
STR_3121    :Nie udało się znaleźć mechanika lub wszyscy mechanicy w okolicy są zajęci
STR_3122    :{WINDOW_COLOUR_2}Ulubiona atrakcja: {BLACK}{COMMA16} gości
STR_3123    :{WINDOW_COLOUR_2}Ulubiona atrakcja: {BLACK}{COMMA16} gości
STR_3124    :Zepsute: {STRINGID}
STR_3125    :{WINDOW_COLOUR_2}Emocje: {BLACK}+{COMMA16}%
STR_3126    :{WINDOW_COLOUR_2}Intensywność: {BLACK}+{COMMA16}%
STR_3127    :{WINDOW_COLOUR_2}Tolerancja nudności: {BLACK}+{COMMA16}%
STR_3128    :Zapisz Projekt Trasy
STR_3129    :Zapisz Projekt Trasy ze Scenerią
STR_3130    :Zapisz
STR_3131    :Anuluj
STR_3143    :{SMALLFONT}{BLACK}Pokaż ludzi
STR_3144    :{SMALLFONT}{BLACK}Pokaż przejażdżki i stoiska
STR_3157    :mapa
STR_3158    :wykres
STR_3159    :lista
STR_3192    :Wejście do parku
STR_3193    :Woda
STR_3194    :Opis scenariusza
STR_3211    :Rozmiar mapy:
STR_3212    :{POP16}{COMMA16} x {PUSH16}{COMMA16}
STR_3213    :Nie można bardziej zmniejszyć mapy
STR_3214    :Nie można bardziej zwiększyć mapy
STR_3215    :Za blisko do krawędzi mapy
STR_3216    :{SMALLFONT}{BLACK}Wybierz teren należący do parku itp.
STR_3217    :Posiadany teren
STR_3218    :Posiadane pozwolenia na budowe
STR_3219    :Teren na sprzedaż
STR_3220    :Pozwolenia na bud. na sprzedaż
STR_3221    :{SMALLFONT}{BLACK}Przekaż własność terenu parkowi
STR_3222    :{SMALLFONT}{BLACK}Przekaż pozwolenie na budowę parkowi
STR_3223    :{SMALLFONT}{BLACK}Ustaw teren jako dostępny do nabycia
STR_3224    :{SMALLFONT}{BLACK}Ustaw pozwolenie na budowę jako możliwe do nabycia
STR_3225    :{SMALLFONT}{BLACK}Toggle on/off building a random cluster of objects around the selected position
STR_3226    :{SMALLFONT}{BLACK}Zbuduj wejście do parku
STR_3227    :Za dużo wejść do parku!
STR_3228    :{SMALLFONT}{BLACK}Ustaw początkowe rozmieszczenie ludzi
STR_3229    :Hamulce tarczowe nie mogą znajdować się bezpośrednio za stacją
STR_3230    :Hamulce tarczowe nie mogą znajdować się bezpośrednio za sobą
STR_3231    :Hamulce tarczowe nie mogą znajdować się bezpośrednio za szczytem wzniesienia z wyciągarki
STR_3232    :Opcje - Finanse
STR_3233    :Opcje - Goście
STR_3234    :Opcje - Park
STR_3235    :{SMALLFONT}{BLACK}Wyświetl opcje finansowe
STR_3236    :{SMALLFONT}{BLACK}Wyświetl opcje gości
STR_3237    :{SMALLFONT}{BLACK}Wyświetl opcje parku
STR_3238    :Bez pieniędzy
STR_3239    :{SMALLFONT}{BLACK}Ta opcja pozwala znieść wszelkie ograniczenia finansowe dla parku
STR_3240    :{WINDOW_COLOUR_2}Początkowa gotówka:
STR_3241    :{WINDOW_COLOUR_2}Początkowe zadłużenie:
STR_3242    :{WINDOW_COLOUR_2}Maksymalne zadłużenie:
STR_3243    :{WINDOW_COLOUR_2}Oprocentowanie pożyczek:
STR_3244    :Zakaz kampanii reklamowych
